Time_(s),Current_(A),Current_Std_Dev_(A),Control_Temperature_(K),Sample_Temperature_(K),Conductivity_(S/cm),Delta_T
1.003,9.56e-05,,410,410,0.000956,1.0
15.475,9.56e-05,,410,410,0.000956,1.0
31.548,9.57e-05,,410,410,0.000957,0.9913793103448283
48.007,9.57e-05,,410,410,0.000957,0.9913793103448283
64.083,9.57e-05,,410,410,0.000957,0.9913793103448283
80.041,9.57e-05,,410,410,0.000957,0.9913793103448283
96.24,9.57e-05,,410,410,0.000957,0.9913793103448283
112.246,9.57e-05,,410,410,0.000957,0.9913793103448283
128.503,9.58e-05,,410,410,0.000958,0.9827586206896557
144.552,9.58e-05,,410,410,0.000958,0.9827586206896557
160.491,9.58e-05,,410,410,0.000958,0.9827586206896557
176.285,9.59e-05,,410,410,0.000959,0.9741379310344831
192.376,9.58e-05,,410,410,0.000958,0.9827586206896557
208.326,9.55e-05,,410,410,0.000955,1.0086206896551726
224.422,9.55e-05,,410,410,0.000955,1.0086206896551726
240.211,9.55e-05,,410,410,0.000955,1.0086206896551726
256.178,9.55e-05,,410,410,0.000955,1.0086206896551726
272.358,9.56e-05,,410,410,0.000956,1.0
288.579,9.56e-05,,410,410,0.000956,1.0
305.409,9.57e-05,,410,410,0.000957,0.9913793103448283
321.389,9.57e-05,,410,410,0.000957,0.9913793103448283
337.485,9.57e-05,,410,410,0.000957,0.9913793103448283
353.721,9.58e-05,,410,410,0.000958,0.9827586206896557
370.983,9.58e-05,,410,410,0.000958,0.9827586206896557
387.146,9.58e-05,,410,410,0.000958,0.9827586206896557
403.295,9.58e-05,,410,410,0.000958,0.9827586206896557
419.257,9.58e-05,,410,410,0.000958,0.9827586206896557
435.331,9.58e-05,,410,410,0.000958,0.9827586206896557
451.609,9.59e-05,,410,410,0.000959,0.9741379310344831
468.144,9.59e-05,,410,410,0.000959,0.9741379310344831
485.467,9.6e-05,,410,410,0.00096,0.9655172413793104
501.495,9.6e-05,,410,410,0.00096,0.9655172413793104
517.847,9.6e-05,,410,410,0.00096,0.9655172413793104
533.801,9.61e-05,,410,410,0.000961,0.9568965517241378
549.916,9.61e-05,,410,410,0.000961,0.9568965517241378
566.193,9.62e-05,,410,410,0.000962,0.9482758620689661
582.537,9.62e-05,,410,410,0.000962,0.9482758620689661
598.854,9.62e-05,,410,410,0.000962,0.9482758620689661
615.195,9.63e-05,,410,410,0.000963,0.9396551724137935
630.921,9.63e-05,,410,410,0.000963,0.9396551724137935
646.901,9.63e-05,,410,410,0.000963,0.9396551724137935
662.833,9.63e-05,,410,410,0.000963,0.9396551724137935
679.139,9.63e-05,,410,410,0.000963,0.9396551724137935
695.198,9.64e-05,,410,410,0.000964,0.9310344827586209
711.677,9.64e-05,,410,410,0.000964,0.9310344827586209
727.771,9.65e-05,,410,410,0.000965,0.9224137931034483
743.803,9.66e-05,,410,410,0.000966,0.9137931034482766
759.701,9.66e-05,,410,410,0.000966,0.9137931034482766
776.015,9.66e-05,,410,410,0.000966,0.9137931034482766
792.617,9.67e-05,,410,410,0.000967,0.905172413793104
808.624,9.67e-05,,410,410,0.000967,0.905172413793104
824.621,9.67e-05,,410,410,0.000967,0.905172413793104
840.599,9.68e-05,,410,410,0.0009679999999999,0.896551724138793
856.313,9.68e-05,,410,410,0.0009679999999999,0.896551724138793
872.378,9.68e-05,,410,410,0.0009679999999999,0.896551724138793
888.493,9.69e-05,,410,410,0.000969,0.8879310344827587
904.496,9.69e-05,,410,410,0.000969,0.8879310344827587
921.083,9.7e-05,,410,410,0.0009699999999999,0.8793103448284487
937.247,9.7e-05,,410,410,0.0009699999999999,0.8793103448284487
955.22,9.71e-05,,410,410,0.000971,0.8706896551724144
973.203,9.72e-05,,410,410,0.000972,0.8620689655172418
990.633,9.72e-05,,410,410,0.000972,0.8620689655172418
5055.349,0.000101369,,410,410,0.00101369,0.5026724137931035
2272.836,9.93e-05,,410,410,0.000993,0.6810344827586213
5022.211,0.000101327,,410,410,0.00101327,0.5062931034482768
6801.013,0.000102312,,410,410,0.00102312,0.4213793103448281
8847.637,0.000102929,,410,410,0.00102929,0.36818965517241425
9898.279,0.00010307,,410,410,0.0010307,0.3560344827586205
6504.621,0.000102174,,410,410,0.00102174,0.4332758620689664
6245.118,0.000102113,,410,410,0.00102113,0.4385344827586203
5104.261,0.00010153,,410,410,0.0010153,0.48879310344827603
2336.968,9.94e-05,,410,410,0.000994,0.6724137931034478
8106.515,0.000102657,,410,410,0.00102657,0.3916379310344823
1103.763,9.73e-05,,410,410,0.0009729999999999,0.8534482758629309
5719.374,0.000101896,,410,410,0.00101896,0.4572413793103455
2647.634,9.98e-05,,410,410,0.000998,0.6379310344827591
9652.732,0.000103034,,410,410,0.00103034,0.35913793103448277
4610.67,0.000101126,,410,410,0.00101126,0.5236206896551733
7454.459,0.000102538,,410,410,0.00102538,0.40189655172413824
9256.938,0.000102895,,410,410,0.00102895,0.3711206896551723
6229.092,0.000102093,,410,410,0.00102093,0.4402586206896557
2697.242,9.98e-05,,410,410,0.000998,0.6379310344827591
7993.618,0.000102642,,410,410,0.00102642,0.39293103448275984
7158.382,0.000102428,,410,410,0.00102428,0.41137931034482766
6784.422,0.000102304,,410,410,0.00102304,0.42206896551724155
6048.359,0.000102036,,410,410,0.0010203599999999,0.4451724137939665
2240.178,9.93e-05,,410,410,0.000993,0.6810344827586213
5399.661,0.000101789,,410,410,0.00101789,0.46646551724137936
1039.473,9.71e-05,,410,410,0.000971,0.8706896551724144
1898.403,9.87e-05,,410,410,0.000987,0.7327586206896552
2256.938,9.93e-05,,410,410,0.000993,0.6810344827586213
1167.989,9.73e-05,,410,410,0.0009729999999999,0.8534482758629309
2190.976,9.92e-05,,410,410,0.000992,0.689655172413793
9931.226,0.000103083,,410,410,0.00103083,0.3549137931034491
4152.077,0.000100981,,410,410,0.00100981,0.5361206896551719
7274.282,0.000102498,,410,410,0.00102498,0.4053448275862073
8830.5,0.00010293,,410,410,0.0010293,0.36810344827586305
2467.427,9.96e-05,,410,410,0.000996,0.6551724137931044
6947.6,0.000102379,,410,410,0.00102379,0.41560344827586326
3421.096,0.000100442,,410,410,0.00100442,0.5825862068965519
8600.483,0.000102882,,410,410,0.00102882,0.37224137931034557
8716.24,0.000102914,,410,410,0.00102914,0.36948275862068997
4445.726,0.00010108,,410,410,0.0010108,0.5275862068965514
5565.781,0.000101881,,410,410,0.00101881,0.45853448275862113
3705.442,0.000100707,,410,410,0.0010070699999999,0.5597413793112079
3819.798,0.000100805,,410,410,0.00100805,0.5512931034482769
4015.811,0.000101004,,410,410,0.00101004,0.5341379310344828
9470.318,0.000102932,,410,410,0.00102932,0.36793103448275877
7045.242,0.000102382,,410,410,0.00102382,0.4153448275862077
2174.811,9.92e-05,,410,410,0.000992,0.689655172413793
2370.216,9.95e-05,,410,410,0.000995,0.6637931034482761
8140.026,0.000102707,,410,410,0.00102707,0.3873275862068974
9783.861,0.00010309,,410,410,0.0010309,0.3543103448275869
9537.109,0.000102972,,410,410,0.00102972,0.36448275862068974
1491.681,9.79e-05,,410,410,0.0009789999999999,0.8017241379318961
